label,text
0,Bán hàng thì có tâm 1 tí đã giao thiếu dây nguồn ok chấp nhận chờ thêm 1 tuần sau gửi dây nguồn về cắm vào test thì màn đen thui nhắn tin cho shop thích thì rep mà còn rep cái kiểu lươn lẹo... màn thì hở góc giao ko có dây nguồn + cáp gửi lần 2 thì gửi tiết kiệm về màn hình còn bị dis làm ăn chán vl
0,"Giao hàng không giống mặt hàng mua, cùng giá tiền nên k vấn đề gì nhưng ghét thái độ nói chuyện của bạn chăm sóc khách hàng, rất thiếu chuyên nghiệp"
0,"Mới sài được 5 ngày, bây giờ không lên, nhắn tin shop hoài mà không trả lời. Mình mua hảng, shop bảo hành 6 tháng nên mới mua. Đợi shop hồi âm lại"
0,"Quá thất vọng, bỏ ra 2 triệu mấy Từ lúc mua đến nay đã sử dụng được 1 tháng và sau đây là những điều:1 di chuyển màn hình thì có hiện tượng màn hình chớp chớp nháy.2 shop bảo có thể lắp giá treo màn hình, và cuối cùng không được.3 màn hình không đúng như mô tả, có màu trắng trắng ở viền, còn r nhiêu"
0,Màn hình màu xấu đau mắt. Ko dc như kỳ vọng về chất lượng.
0,"Quảng cáo thì siêu nét các kiểu nhưng nhận về thì đúng kiểu hàng tàu, chất lượng màn rất kém, nhìn rất mỏi mắt, k biết do màn hay do lỗi j khác, yêu cầu đổi trả shop k đồng ý nên mọi người nên cân nhắc kĩ khi MUA, đang nhìn màn lenovo bên cạnh nhìn sang màn này chán luôn, khỏi dùng luôn :)"
0,"Màn hình 60hz ko phải 75hz, chất lượng bình thường kém, củ sạc viền máy rất nóng khi chạy , màn chất lượng bình thường bóng không đều loang màn hinh, tiền nào của ấy mọi người tốt hơn thì nên mua dòng xiaomi tầm 3tr thì sờ vào máy với củ sạc rất mát, màn lại đẹp, công suất 24w ít hơn con này 35-40w"
0,Đặt cong giao phẳng. Gọi shop báo thì tự động hết công chuyển phẳng không cần báo với khách. Làm ăn thế thì chịu
0,các bạn mua hàng nhớ lưu ý đến sản phẩm màn hình bị lỗi phảng quang. Biết rằng tiền nào của đó nhưng khi bán cho khách hàng thì nên tôn trọng khách hàng một tí. Sản phẩm lỗi mà còn đem bán thì không tôn trọng khách hàng.
0,"Màn máy tính bị lỗi HDMI cắm vào toàn nhấp nháy màn hình, gọi tư vấn thì hứa đổi cho dây HDMI mới hẹn 2 ngày có hàng nhưng đợi 4 ngày mất hút. gọi chủ shop bảo làm việc với nhân viên, gọi số nhân viên toàn máy bận. Nghĩ nó chán. Đừng bạn nào mua hàng của shop này nữa"
0,"Thùng giấy không còn nguyên mà bị xé tè le xong bọc lại, màn hình có vết bẩn, có thể là hàng cũ được đóng lại. Hên là vẫn sài được, chưa có lỗi gì."
0,Mua 1 kiểu hàng về 1 kiểu.chán
0,Hơ sáng quá tệ
1,"Màn ngon trong tầm giá, đây là con thứ 2 mua của shop, sẽ tiếp tục ủng hộ"
1,"Shop giao hàng nhanh và đóng gói cẩn thận. Sản phẩm hoạt động tốt, tiếp tục ủng hộ shop."
1,"Trước mắt thấy ổn, về lâu dài chưa biết thế nào, tạm cho shop 5 sao"
1,"Màn đẹp lắm nha mọi ng. Shop giao mình màn HPC chứ ko phải Hugon mà theo cảm nhận thấy ok hơn, màu khá đẹp nếu chịu khó tự chỉnh thêm trên màn, ko thấy hiện tượng hở sáng như các bạn phàn nàn ở màn Hugon. Nói chung rất hài lòng với giá thành và chất lượng như vậy còn độ bền thì đợi thời gian tl :)"
1,Shop Giao Hàng Nhanh Màn Hình Có Độ Sai Màu Khá Lớn Nên Phải Căn Chỉnh Lại Độ Bền Phải 1 time Mới Biết Nói Chung Là Đang Tiền Nha
1,Đầy đủ phụ kiện. Lên hih chuẩn. Còn bền hay k thì chưa biết. Lần đầu mua hàg. Hy vọg sẽ lâu dài cho các sp sau. Có điều giao hàng lâu quá
1,Màn hình ngon bổ rẻ. Ngon hơn màn hpc và màn sam sung cũ của mình. Nhưng mọi người nhớ kiểm tra xem cổng ở cây của mình là gì. Nhắn shop họ đưa cho đúng dây. Ko lại phải ra ngoài mua dây.
1,Sản phẩm đúng như mô tả. Chất lượng sản phẩm tốt. Giao hàng nhanh.
1,"Màn đẹp, hiển thị tốt so với giá, chất lượng thì phải xem thời gian"
1,"Màn đẹp , giao hàng nhanh , đóng gói chắc chắn , rất ok , 5 saoooo"
1,Hàng đẹp test chất lượng. Mua lần đầu thấy rất ok dùng lâu ko biết thế nào sẽ còn ủng hộ
1,"Giao hàng nhanh... shop đóng gói hàg kĩ, màn nhìn hơi đau mắt 1 tí mà màu ổn,trông mới ổn áp phù hợp với giá tiền nên mua👻👻👻"
1,Màn hình đẹp..cảm giác màn cong hơi ít..chắc màn to sẽ thấy cong rỏ hơn...hi vọng sản phẩm bền theo tgian
1,Giao hàng nhanh. Màn màu sắc dc. Màn mới k hở sáng. ............
1,Đã nhận hàng ship rất nhanh còn chất lượng chưa dùng nên chưa biết
1,Ngon bổ rẻ nha các bác :))
0,Màn hở sáng bên dưới rất nhiều.
0,Đừng mua! Giao sai màu và màn hình bị điểm chết. Ko chịu trách nhiệm mà đỗ lỗi cho NXS là c.nghệ chưa tới nên k bảo hành. Bắt mình phải chịu & cho 100k card để lấy lòng. Ko muốn dài dòng nên cho 2*. Sau đó gọi điện và nhắn tin làm phiền yêu cầu đánh giá lại và dọa là nếu ko đánh giá sẽ ko hỗ trợ nữa
0,"Nếu các bạn muốn chết hay giật tê người thì nên mua nhé. Gửi bảo hành thì tốn cả đống tiền ship của khách tự chịu xong vẫn bị lỗi mà gửi về, tóm lại là ko bảo hành :)). Còn bảo thay dây nguồn khác, thế dây trong hộp gửi cho khách để làm gì?. Đã rò điện còn làm khung kim loại mới sợ ~~. Phí tiền."
0,"Làm ăn thế này đây, màn lỗi nt không thèm rep lơ đi luôn"
0,Mới 1 tháng sử dụng đã bị chấm đen này 😶
0,Mình nhận được hàng trong 2 ngày tuy nhiên nhận k đủ các đồ đi kèm. Bảo hiểm máy cũng phải trả tuy nhiên k thấy thông tin gì để kích hoạt
0,"Shop làm việc rất lâu mãi ko gửi hàng cho bên ship, làm mình phải gọi điện giục.. gói hàng sơ sài chỉ có lớp bọc nilon ngoài vỏ nên hộp bên trong bị móp méo hết. Hơn nữa máy mình cũng có chút vấn đề :) đang liên lạc shop để giải quyết chút"
0,Nếu các bạn muốn bỏ ra một số tiền không hề nhỏ để mua 1 sản phẩm với trải nghiệm dịch vụ QUÁ KÉM thì cửa hàng này là một lựa chọn lý tưởng.
0,"Mình mua rồi, sản phẩm nhìn đẹp nhưng khó xài lắm luôn mọi người ạ. Nhìn nó không thật so với màn hình ấy. Xài khó lắm Ai muốn mua take notes như mình không nên nè. Với lại mua rồi giờ chả biết bán lại sao, buồn lắm cảm giác như 2tr550 ngàn đi xuống biển. Ai có nhu cầu mua thì liên hệ mình nhé,"
0,Giao hàng nhưng đóng gói chưa kĩ. Nên để đây là hàng dễ vỡ và bỏ thêm vào 1 cái hộp nữa.
0,Sản phẩm giao khá lâu do chỉ có thể giao Shopee Express. Ai cần nhanh nên cân nhắc.
0,Giao hàng quá chậm
0,Đóng gói ko có chống va đập.chán.Hi vọng đồ điện tử shop nên cẩn thận hơn . Nhìn gói hàng thấy xót . Đồ tiền triệu chứ ít ỏi gì
0,bị lem mờ xung quanh đến 40-50% màn hình. ko phù hợp vs xem và chiếu thường xuyên. mua về rồi mới bảo máy giá rẻ nó nt. lần sau bán cho ng có nhu cầu chuyên nghiệp như mk thì tư vấn thật một tý. mất thời gian. hệ điều hành thì đơ lên đơ xuống. chán
0,"Sản phẩm okie, nhưng có chút k vừa ý khâu trao đổi với shop. Shop tư vấn và gửi clip hướng dẫn (qua chat Shopee) sẽ giao bản C90 HD và bộ kết nối không dây, nhưng giao cho mình bản kết nối có dây."
0,"Máy xài dc 6 ngày thì bị đốm rồi, đang chờ đổi hàng xem sao 😢"
0,Sao nhanh nóng thế
0,Tạm được. Nhưng khó kết nối với k20p. Chất lượng hơi đắt so với giá thành
0,"Sản phẩm ổn, cũng được nhưng chưa đạt yêu cầu của mình lắm. Chiếu hơi mờ"
